date,tenant,source,sourcetype,sourcetype_official_name,size_in_bytes,count
2022-01-01,sfo,authentication,ciscoacs,,26737.0,371.0
2022-01-02,sfo,authentication,ciscoacs,,26559.0,368.0
2022-01-03,sfo,authentication,ciscoacs,,29828.0,404.0
2022-01-04,sfo,authentication,ciscoacs,,39711.0,518.0
2022-01-05,sfo,authentication,ciscoacs,,26255.0,368.0
2022-01-06,sfo,authentication,ciscoacs,,30733.0,398.0
2022-01-07,sfo,authentication,ciscoacs,,31343.0,412.0
2022-01-08,sfo,authentication,ciscoacs,,29483.0,403.0
2022-01-09,sfo,authentication,ciscoacs,,28122.0,376.0
2022-01-10,sfo,authentication,ciscoacs,,36291.0,453.0
2022-01-11,sfo,authentication,ciscoacs,,34113.0,481.0
2022-01-12,sfo,authentication,ciscoacs,,31199.0,390.0
2022-01-13,sfo,authentication,ciscoacs,,32935.0,415.0
2022-01-14,sfo,authentication,ciscoacs,,26510.0,356.0
2022-01-15,sfo,authentication,ciscoacs,,25058.0,356.0
2022-01-16,sfo,authentication,ciscoacs,,26057.0,359.0
2022-01-17,sfo,authentication,ciscoacs,,26557.0,359.0
2022-01-18,sfo,authentication,ciscoacs,,15439.0,220.0
2022-01-19,sfo,authentication,ciscoacs,,33157.0,444.0
2022-01-20,sfo,authentication,ciscoacs,,44240.0,938.0
2022-01-21,sfo,authentication,ciscoacs,,27659.0,364.0
2022-01-22,sfo,authentication,ciscoacs,,25228.0,356.0
2022-01-23,sfo,authentication,ciscoacs,,26741.0,356.0
2022-01-24,sfo,authentication,ciscoacs,,25394.0,359.0
2022-01-25,sfo,authentication,ciscoacs,,38687.0,451.0
2022-01-26,sfo,authentication,ciscoacs,,27899.0,372.0
2022-01-27,sfo,authentication,ciscoacs,,36480.0,422.0
2022-01-28,sfo,authentication,ciscoacs,,37388.0,440.0
2022-01-29,sfo,authentication,ciscoacs,,28527.0,374.0
2022-01-30,sfo,authentication,ciscoacs,,34756.0,406.0
2022-01-31,sfo,authentication,ciscoacs,,26831.0,362.0
2022-01-01,sfo,endpoint,crowdstrike,CrowdStrike,1125490.0,2938.0
2022-01-02,sfo,endpoint,crowdstrike,CrowdStrike,1136021.0,2965.0
2022-01-03,sfo,endpoint,crowdstrike,CrowdStrike,1205990.0,3147.0
2022-01-04,sfo,endpoint,crowdstrike,CrowdStrike,1242442.0,3187.0
2022-01-05,sfo,endpoint,crowdstrike,CrowdStrike,1596017.0,3481.0
2022-01-06,sfo,endpoint,crowdstrike,CrowdStrike,144615.0,321.0
2022-01-07,sfo,endpoint,crowdstrike,CrowdStrike,26999.0,41.0
2022-01-08,sfo,endpoint,crowdstrike,CrowdStrike,5648.0,16.0
2022-01-09,sfo,endpoint,crowdstrike,CrowdStrike,4226.0,14.0
2022-01-10,sfo,endpoint,crowdstrike,CrowdStrike,51057.0,63.0
2022-01-11,sfo,endpoint,crowdstrike,CrowdStrike,54023.0,70.0
2022-01-12,sfo,endpoint,crowdstrike,CrowdStrike,41564.0,65.0
2022-01-13,sfo,endpoint,crowdstrike,CrowdStrike,55473.0,94.0
2022-01-14,sfo,endpoint,crowdstrike,CrowdStrike,17659.0,49.0
2022-01-15,sfo,endpoint,crowdstrike,CrowdStrike,2335.0,7.0
2022-01-16,sfo,endpoint,crowdstrike,CrowdStrike,4799.0,12.0
2022-01-17,sfo,endpoint,crowdstrike,CrowdStrike,1545.0,5.0
2022-01-18,sfo,endpoint,crowdstrike,CrowdStrike,35331.0,54.0
2022-01-19,sfo,endpoint,crowdstrike,CrowdStrike,14919.0,40.0
2022-01-20,sfo,endpoint,crowdstrike,CrowdStrike,60860.0,98.0
2022-01-21,sfo,endpoint,crowdstrike,CrowdStrike,12248.0,32.0
2022-01-22,sfo,endpoint,crowdstrike,CrowdStrike,12916.0,39.0
2022-01-23,sfo,endpoint,crowdstrike,CrowdStrike,53958.0,65.0
2022-01-24,sfo,endpoint,crowdstrike,CrowdStrike,13925.0,44.0
2022-01-25,sfo,endpoint,crowdstrike,CrowdStrike,57353.0,75.0
2022-01-26,sfo,endpoint,crowdstrike,CrowdStrike,44662.0,92.0
2022-01-27,sfo,endpoint,crowdstrike,CrowdStrike,13577.0,43.0
2022-01-28,sfo,endpoint,crowdstrike,CrowdStrike,8334.0,30.0
2022-01-29,sfo,endpoint,crowdstrike,CrowdStrike,11001.0,37.0
2022-01-30,sfo,endpoint,crowdstrike,CrowdStrike,6309.0,23.0
2022-01-31,sfo,endpoint,crowdstrike,CrowdStrike,9489.0,34.0
2022-01-01,sfo,endpoint,windows,Windows,15622371134.0,10377002.0
2022-01-02,sfo,endpoint,windows,Windows,15855128263.0,10506187.0
2022-01-03,sfo,endpoint,windows,Windows,16673607356.0,11098040.0
2022-01-04,sfo,endpoint,windows,Windows,17081577247.0,11368158.0
2022-01-05,sfo,endpoint,windows,Windows,18241392666.0,12081385.0
2022-01-06,sfo,endpoint,windows,Windows,18297668249.0,12080671.0
2022-01-07,sfo,endpoint,windows,Windows,19680802042.0,12772246.0
2022-01-08,sfo,endpoint,windows,Windows,19122518997.0,12308321.0
2022-01-09,sfo,endpoint,windows,Windows,18867340804.0,12118677.0
2022-01-10,sfo,endpoint,windows,Windows,19722171284.0,12759320.0
2022-01-11,sfo,endpoint,windows,Windows,20614267733.0,13411365.0
2022-01-12,sfo,endpoint,windows,Windows,21245586774.0,13753803.0
2022-01-13,sfo,endpoint,windows,Windows,20738435120.0,13398282.0
2022-01-14,sfo,endpoint,windows,Windows,21988470926.0,14410927.0
2022-01-15,sfo,endpoint,windows,Windows,20994685202.0,13655476.0
2022-01-16,sfo,endpoint,windows,Windows,23385538495.0,15595799.0
2022-01-17,sfo,endpoint,windows,Windows,22375064602.0,14653935.0
2022-01-18,sfo,endpoint,windows,Windows,25673126087.0,17356847.0
2022-01-19,sfo,endpoint,windows,Windows,23197874364.0,15643516.0
2022-01-20,sfo,endpoint,windows,Windows,24278258324.0,16409826.0
2022-01-21,sfo,endpoint,windows,Windows,24542688096.0,16264068.0
2022-01-22,sfo,endpoint,windows,Windows,23607286906.0,15434526.0
2022-01-23,sfo,endpoint,windows,Windows,22800440911.0,14925909.0
2022-01-24,sfo,endpoint,windows,Windows,21352197279.0,13818705.0
2022-01-25,sfo,endpoint,windows,Windows,26123791165.0,17271239.0
2022-01-26,sfo,endpoint,windows,Windows,24071178839.0,15642098.0
2022-01-27,sfo,endpoint,windows,Windows,25333800021.0,16973315.0
2022-01-28,sfo,endpoint,windows,Windows,26749831985.0,18111711.0
2022-01-29,sfo,endpoint,windows,Windows,25910172051.0,17461688.0
2022-01-30,sfo,endpoint,windows,Windows,25918786281.0,17467478.0
2022-01-31,sfo,endpoint,windows,Windows,22862304033.0,15445557.0
2022-01-01,sfo,firewall,ciscoasa,Cisco ASA,56344694.0,7542066.0
2022-01-02,sfo,firewall,ciscoasa,Cisco ASA,56426057.0,7541045.0
2022-01-03,sfo,firewall,ciscoasa,Cisco ASA,56894431.0,7587665.0
2022-01-04,sfo,firewall,ciscoasa,Cisco ASA,56498608.0,7553860.0
2022-01-05,sfo,firewall,ciscoasa,Cisco ASA,56255339.0,7521265.0
2022-01-06,sfo,firewall,ciscoasa,Cisco ASA,56661437.0,7570492.0
2022-01-07,sfo,firewall,ciscoasa,Cisco ASA,56547248.0,7553381.0
2022-01-08,sfo,firewall,ciscoasa,Cisco ASA,56132833.0,7520673.0
2022-01-09,sfo,firewall,ciscoasa,Cisco ASA,56072462.0,7521031.0
2022-01-10,sfo,firewall,ciscoasa,Cisco ASA,56285166.0,7528586.0
2022-01-11,sfo,firewall,ciscoasa,Cisco ASA,56302511.0,7520018.0
2022-01-12,sfo,firewall,ciscoasa,Cisco ASA,56362454.0,7518269.0
2022-01-13,sfo,firewall,ciscoasa,Cisco ASA,56034115.0,7474695.0
2022-01-14,sfo,firewall,ciscoasa,Cisco ASA,55799289.0,7444545.0
2022-01-15,sfo,firewall,ciscoasa,Cisco ASA,55885794.0,7469679.0
2022-01-16,sfo,firewall,ciscoasa,Cisco ASA,55465102.0,7424483.0
2022-01-17,sfo,firewall,ciscoasa,Cisco ASA,55911204.0,7455678.0
2022-01-18,sfo,firewall,ciscoasa,Cisco ASA,55363132.0,7407678.0
2022-01-19,sfo,firewall,ciscoasa,Cisco ASA,55349814.0,7419126.0
2022-01-20,sfo,firewall,ciscoasa,Cisco ASA,55324676.0,7414041.0
2022-01-21,sfo,firewall,ciscoasa,Cisco ASA,55431496.0,7423712.0
2022-01-22,sfo,firewall,ciscoasa,Cisco ASA,55540024.0,7437630.0
2022-01-23,sfo,firewall,ciscoasa,Cisco ASA,55688373.0,7448092.0
2022-01-24,sfo,firewall,ciscoasa,Cisco ASA,55799134.0,7457248.0
2022-01-25,sfo,firewall,ciscoasa,Cisco ASA,55887167.0,7469399.0
2022-01-26,sfo,firewall,ciscoasa,Cisco ASA,55902483.0,7463559.0
2022-01-27,sfo,firewall,ciscoasa,Cisco ASA,56288144.0,7487969.0
2022-01-28,sfo,firewall,ciscoasa,Cisco ASA,56132379.0,7483251.0
2022-01-29,sfo,firewall,ciscoasa,Cisco ASA,55593596.0,7438835.0
2022-01-30,sfo,firewall,ciscoasa,Cisco ASA,55927278.0,7465283.0
2022-01-31,sfo,firewall,ciscoasa,Cisco ASA,48396240.0,6459296.0
2022-01-01,sfo,firewall,paloalto,PaloAlto,9048928258.0,188576673.0
2022-01-02,sfo,firewall,paloalto,PaloAlto,9603374789.0,198449143.0
2022-01-03,sfo,firewall,paloalto,PaloAlto,10581656157.0,215340054.0
2022-01-04,sfo,firewall,paloalto,PaloAlto,10742422101.0,218058249.0
2022-01-05,sfo,firewall,paloalto,PaloAlto,9991318164.0,207170412.0
2022-01-06,sfo,firewall,paloalto,PaloAlto,9811189363.0,200615971.0
2022-01-07,sfo,firewall,paloalto,PaloAlto,9818498829.0,201259790.0
2022-01-08,sfo,firewall,paloalto,PaloAlto,9318390705.0,193310861.0
2022-01-09,sfo,firewall,paloalto,PaloAlto,9127905929.0,189492379.0
2022-01-10,sfo,firewall,paloalto,PaloAlto,9721600151.0,201712290.0
2022-01-11,sfo,firewall,paloalto,PaloAlto,9728052364.0,201004554.0
2022-01-12,sfo,firewall,paloalto,PaloAlto,9374112952.0,191356675.0
2022-01-13,sfo,firewall,paloalto,PaloAlto,9299813194.0,187611328.0
2022-01-14,sfo,firewall,paloalto,PaloAlto,9521865462.0,192400501.0
2022-01-15,sfo,firewall,paloalto,PaloAlto,8934809389.0,182921353.0
2022-01-16,sfo,firewall,paloalto,PaloAlto,8573785587.0,175270091.0
2022-01-17,sfo,firewall,paloalto,PaloAlto,8688147888.0,178107650.0
2022-01-18,sfo,firewall,paloalto,PaloAlto,9353613569.0,191765151.0
2022-01-19,sfo,firewall,paloalto,PaloAlto,8877275601.0,181658399.0
2022-01-20,sfo,firewall,paloalto,PaloAlto,9719732558.0,198152943.0
2022-01-21,sfo,firewall,paloalto,PaloAlto,9563251387.0,193225395.0
2022-01-22,sfo,firewall,paloalto,PaloAlto,8651676940.0,179660126.0
2022-01-23,sfo,firewall,paloalto,PaloAlto,8509621453.0,173053682.0
2022-01-24,sfo,firewall,paloalto,PaloAlto,9047409923.0,182866795.0
2022-01-25,sfo,firewall,paloalto,PaloAlto,9175926507.0,190091663.0
2022-01-26,sfo,firewall,paloalto,PaloAlto,9048722504.0,185468610.0
2022-01-27,sfo,firewall,paloalto,PaloAlto,9223698565.0,186616061.0
2022-01-28,sfo,firewall,paloalto,PaloAlto,9324868129.0,188858868.0
2022-01-29,sfo,firewall,paloalto,PaloAlto,8469448109.0,172723774.0
2022-01-30,sfo,firewall,paloalto,PaloAlto,8240997365.0,168073797.0
2022-01-31,sfo,firewall,paloalto,PaloAlto,7599431959.0,154672366.0
2022-01-01,sfo,network,aruba,,759959666.0,23044973.0
2022-01-02,sfo,network,aruba,,838067193.0,25284723.0
2022-01-03,sfo,network,aruba,,881996313.0,26480872.0
2022-01-04,sfo,network,aruba,,869789979.0,26089966.0
2022-01-05,sfo,network,aruba,,807137076.0,24256050.0
2022-01-06,sfo,network,aruba,,795878747.0,23981853.0
2022-01-07,sfo,network,aruba,,783297560.0,23649148.0
2022-01-08,sfo,network,aruba,,784571324.0,23741745.0
2022-01-09,sfo,network,aruba,,762916315.0,23135176.0
2022-01-10,sfo,network,aruba,,766667898.0,23098862.0
2022-01-11,sfo,network,aruba,,712513586.0,21583717.0
2022-01-12,sfo,network,aruba,,698162114.0,21195262.0
2022-01-13,sfo,network,aruba,,724078538.0,21972921.0
2022-01-14,sfo,network,aruba,,769497528.0,23217516.0
2022-01-15,sfo,network,aruba,,751943936.0,22742865.0
2022-01-16,sfo,network,aruba,,699915885.0,21289909.0
2022-01-17,sfo,network,aruba,,736782594.0,22324041.0
2022-01-18,sfo,network,aruba,,728754076.0,22192311.0
2022-01-19,sfo,network,aruba,,678363264.0,20639989.0
2022-01-20,sfo,network,aruba,,718778326.0,21786344.0
2022-01-21,sfo,network,aruba,,740061546.0,22443634.0
2022-01-22,sfo,network,aruba,,702409440.0,21445752.0
2022-01-23,sfo,network,aruba,,691614743.0,21093488.0
2022-01-24,sfo,network,aruba,,721692831.0,21948514.0
2022-01-25,sfo,network,aruba,,662781025.0,20297389.0
2022-01-26,sfo,network,aruba,,670026539.0,20563551.0
2022-01-27,sfo,network,aruba,,721058032.0,21877826.0
2022-01-28,sfo,network,aruba,,754596012.0,22808307.0
2022-01-29,sfo,network,aruba,,697137547.0,21274112.0
2022-01-30,sfo,network,aruba,,694595395.0,21294390.0
2022-01-31,sfo,network,aruba,,621373389.0,18906223.0
2022-01-01,sfo,network,ciscoios,,560091.0,35307.0
2022-01-02,sfo,network,ciscoios,,546781.0,33563.0
2022-01-03,sfo,network,ciscoios,,595170.0,37698.0
2022-01-04,sfo,network,ciscoios,,538116.0,33108.0
2022-01-05,sfo,network,ciscoios,,585486.0,39636.0
2022-01-06,sfo,network,ciscoios,,539717.0,32454.0
2022-01-07,sfo,network,ciscoios,,557131.0,35608.0
2022-01-08,sfo,network,ciscoios,,535189.0,32841.0
2022-01-09,sfo,network,ciscoios,,519975.0,31336.0
2022-01-10,sfo,network,ciscoios,,549972.0,33079.0
2022-01-11,sfo,network,ciscoios,,538972.0,35112.0
2022-01-12,sfo,network,ciscoios,,523256.0,31200.0
2022-01-13,sfo,network,ciscoios,,544136.0,33057.0
2022-01-14,sfo,network,ciscoios,,545983.0,33198.0
2022-01-15,sfo,network,ciscoios,,524676.0,32267.0
2022-01-16,sfo,network,ciscoios,,532379.0,32389.0
2022-01-17,sfo,network,ciscoios,,537093.0,32991.0
2022-01-18,sfo,network,ciscoios,,537818.0,33110.0
2022-01-19,sfo,network,ciscoios,,522374.0,31255.0
2022-01-20,sfo,network,ciscoios,,526895.0,31296.0
2022-01-21,sfo,network,ciscoios,,531534.0,32372.0
2022-01-22,sfo,network,ciscoios,,561273.0,36155.0
2022-01-23,sfo,network,ciscoios,,536220.0,32993.0
2022-01-24,sfo,network,ciscoios,,522803.0,31865.0
2022-01-25,sfo,network,ciscoios,,521461.0,31192.0
2022-01-26,sfo,network,ciscoios,,512564.0,30402.0
2022-01-27,sfo,network,ciscoios,,547132.0,33456.0
2022-01-28,sfo,network,ciscoios,,564091.0,35186.0
2022-01-29,sfo,network,ciscoios,,543518.0,33648.0
2022-01-30,sfo,network,ciscoios,,511385.0,30771.0
2022-01-31,sfo,network,ciscoios,,458161.0,27824.0
2022-01-01,sfo,network,hpairwave,,458477.0,33345.0
2022-01-02,sfo,network,hpairwave,,454758.0,33280.0
2022-01-03,sfo,network,hpairwave,,462195.0,33407.0
2022-01-04,sfo,network,hpairwave,,472305.0,33591.0
2022-01-05,sfo,network,hpairwave,,343901.0,24869.0
2022-01-06,sfo,network,hpairwave,,488177.0,34059.0
2022-01-07,sfo,network,hpairwave,,482507.0,34091.0
2022-01-08,sfo,network,hpairwave,,462022.0,33181.0
2022-01-09,sfo,network,hpairwave,,465843.0,33229.0
2022-01-10,sfo,network,hpairwave,,540164.0,36483.0
2022-01-11,sfo,network,hpairwave,,532592.0,34470.0
2022-01-12,sfo,network,hpairwave,,530607.0,34540.0
2022-01-13,sfo,network,hpairwave,,527028.0,34211.0
2022-01-14,sfo,network,hpairwave,,521570.0,34317.0
2022-01-15,sfo,network,hpairwave,,523543.0,35392.0
2022-01-16,sfo,network,hpairwave,,526925.0,35616.0
2022-01-17,sfo,network,hpairwave,,528867.0,35437.0
2022-01-18,sfo,network,hpairwave,,539796.0,35697.0
2022-01-19,sfo,network,hpairwave,,514328.0,34830.0
2022-01-20,sfo,network,hpairwave,,565216.0,35020.0
2022-01-21,sfo,network,hpairwave,,471845.0,33691.0
2022-01-22,sfo,network,hpairwave,,456800.0,33363.0
2022-01-23,sfo,network,hpairwave,,455046.0,33306.0
2022-01-24,sfo,network,hpairwave,,467240.0,33549.0
2022-01-25,sfo,network,hpairwave,,492580.0,34152.0
2022-01-26,sfo,network,hpairwave,,499061.0,35670.0
2022-01-27,sfo,network,hpairwave,,481714.0,34046.0
2022-01-28,sfo,network,hpairwave,,467704.0,33590.0
2022-01-29,sfo,network,hpairwave,,462808.0,33403.0
2022-01-30,sfo,network,hpairwave,,458689.0,33400.0
2022-01-31,sfo,network,hpairwave,,419742.0,29338.0
2022-01-01,sfo,network,juniper,Juniper,31791142.0,2685779.0
2022-01-02,sfo,network,juniper,Juniper,32222934.0,2705004.0
2022-01-03,sfo,network,juniper,Juniper,32942101.0,2738625.0
2022-01-04,sfo,network,juniper,Juniper,34668144.0,2863560.0
2022-01-05,sfo,network,juniper,Juniper,36747561.0,3054633.0
2022-01-06,sfo,network,juniper,Juniper,37829869.0,3160890.0
2022-01-07,sfo,network,juniper,Juniper,37112642.0,3118850.0
2022-01-08,sfo,network,juniper,Juniper,38722484.0,3261669.0
2022-01-09,sfo,network,juniper,Juniper,38156806.0,3212025.0
2022-01-10,sfo,network,juniper,Juniper,37338826.0,3128490.0
2022-01-11,sfo,network,juniper,Juniper,36104567.0,3021883.0
2022-01-12,sfo,network,juniper,Juniper,35665000.0,2991240.0
2022-01-13,sfo,network,juniper,Juniper,38333830.0,3227146.0
2022-01-14,sfo,network,juniper,Juniper,41142260.0,3486928.0
2022-01-15,sfo,network,juniper,Juniper,41086999.0,3515213.0
2022-01-16,sfo,network,juniper,Juniper,42001995.0,3634277.0
2022-01-17,sfo,network,juniper,Juniper,65951146.0,7007215.0
2022-01-18,sfo,network,juniper,Juniper,70838671.0,7677212.0
2022-01-19,sfo,network,juniper,Juniper,40512408.0,3468210.0
2022-01-20,sfo,network,juniper,Juniper,41262611.0,3494636.0
2022-01-21,sfo,network,juniper,Juniper,39919611.0,3403445.0
2022-01-22,sfo,network,juniper,Juniper,41127955.0,3463645.0
2022-01-23,sfo,network,juniper,Juniper,41640457.0,3474139.0
2022-01-24,sfo,network,juniper,Juniper,40838872.0,3396183.0
2022-01-25,sfo,network,juniper,Juniper,40446558.0,3400526.0
2022-01-26,sfo,network,juniper,Juniper,41149098.0,3437554.0
2022-01-27,sfo,network,juniper,Juniper,40308521.0,3378443.0
2022-01-28,sfo,network,juniper,Juniper,33019684.0,2721207.0
2022-01-29,sfo,network,juniper,Juniper,32802086.0,2736270.0
2022-01-30,sfo,network,juniper,Juniper,31911033.0,2679924.0
2022-01-31,sfo,network,juniper,Juniper,28854739.0,2384801.0
2022-01-01,sfo,web,apache,,28796793.0,1493242.0
2022-01-02,sfo,web,apache,,30977641.0,1669356.0
2022-01-03,sfo,web,apache,,32472841.0,1762263.0
2022-01-04,sfo,web,apache,,33681620.0,1790597.0
2022-01-05,sfo,web,apache,,28669685.0,1531308.0
2022-01-06,sfo,web,apache,,28507464.0,1530639.0
2022-01-07,sfo,web,apache,,27261682.0,1457724.0
2022-01-08,sfo,web,apache,,28323568.0,1520649.0
2022-01-09,sfo,web,apache,,26604378.0,1426739.0
2022-01-10,sfo,web,apache,,27337704.0,1446257.0
2022-01-11,sfo,web,apache,,23917685.0,1272668.0
2022-01-12,sfo,web,apache,,22053036.0,1163357.0
2022-01-13,sfo,web,apache,,24042154.0,1273205.0
2022-01-14,sfo,web,apache,,25329825.0,1344645.0
2022-01-15,sfo,web,apache,,25121440.0,1335125.0
2022-01-16,sfo,web,apache,,23166331.0,1223698.0
2022-01-17,sfo,web,apache,,23432660.0,1248031.0
2022-01-18,sfo,web,apache,,23084756.0,1228248.0
2022-01-19,sfo,web,apache,,20278616.0,1059921.0
2022-01-20,sfo,web,apache,,22502900.0,1192655.0
2022-01-21,sfo,web,apache,,23908676.0,1267102.0
2022-01-22,sfo,web,apache,,22474932.0,1189026.0
2022-01-23,sfo,web,apache,,22162502.0,1174075.0
2022-01-24,sfo,web,apache,,22764356.0,1201071.0
2022-01-25,sfo,web,apache,,19498751.0,1019237.0
2022-01-26,sfo,web,apache,,20060812.0,1041703.0
2022-01-27,sfo,web,apache,,22927948.0,1209033.0
2022-01-28,sfo,web,apache,,24242914.0,1275584.0
2022-01-29,sfo,web,apache,,21918360.0,1152965.0
2022-01-30,sfo,web,apache,,22328040.0,1168274.0
2022-01-31,sfo,web,apache,,19618189.0,1027646.0
2022-01-01,sfo,web,pantheon,,252499111.0,6425692.0
2022-01-02,sfo,web,pantheon,,247292247.0,6166033.0
2022-01-03,sfo,web,pantheon,,300325961.0,7841259.0
2022-01-04,sfo,web,pantheon,,313830936.0,8368328.0
2022-01-05,sfo,web,pantheon,,306456475.0,8531827.0
2022-01-06,sfo,web,pantheon,,348246176.0,9238513.0
2022-01-07,sfo,web,pantheon,,303710567.0,8598860.0
2022-01-08,sfo,web,pantheon,,298757720.0,8127336.0
2022-01-09,sfo,web,pantheon,,265731142.0,6620807.0
2022-01-10,sfo,web,pantheon,,289788054.0,7730974.0
2022-01-11,sfo,web,pantheon,,313346440.0,9198415.0
2022-01-12,sfo,web,pantheon,,280970599.0,7905458.0
2022-01-13,sfo,web,pantheon,,298543213.0,8552595.0
2022-01-14,sfo,web,pantheon,,280794194.0,7565412.0
2022-01-15,sfo,web,pantheon,,263912614.0,6754776.0
2022-01-16,sfo,web,pantheon,,236994181.0,5999142.0
2022-01-17,sfo,web,pantheon,,272752273.0,7064866.0
2022-01-18,sfo,web,pantheon,,241465173.0,6307604.0
2022-01-19,sfo,web,pantheon,,263121112.0,7290354.0
2022-01-20,sfo,web,pantheon,,333235352.0,8944062.0
2022-01-21,sfo,web,pantheon,,300849008.0,8362453.0
2022-01-22,sfo,web,pantheon,,269768748.0,7282593.0
2022-01-23,sfo,web,pantheon,,257523129.0,6308512.0
2022-01-24,sfo,web,pantheon,,275959217.0,7440216.0
2022-01-25,sfo,web,pantheon,,306318300.0,9048645.0
2022-01-26,sfo,web,pantheon,,308257074.0,8954924.0
2022-01-27,sfo,web,pantheon,,289715388.0,8378028.0
2022-01-28,sfo,web,pantheon,,268904369.0,7612842.0
2022-01-29,sfo,web,pantheon,,259585471.0,7187117.0
2022-01-30,sfo,web,pantheon,,241877910.0,6281192.0
2022-01-31,sfo,web,pantheon,,209578621.0,5465970.0
